hour,time_of_day,day_of_week,is_weekend,event_category,scheduled_event,time_until_event_min,location,energy_level,phone_battery_pct,tasks_pending,last_meal_hours_ago,last_break_minutes_ago,weather,focus_score,fuel_level_pct,has_unread_email,messages_pending,last_media,is_night,suggestion_name,suggestion_label
19,evening,4,0,work,deadline,1,work,18.4,47.4,4,0.83,112.4,snow,17.4,78.3,0,5,music,0,take_break,20
16,afternoon,2,0,work,focus_work,86,work,61.6,8.8,8,0.19,167.4,fog,85.2,38.3,0,2,music,0,charge_phone,0
4,night,6,1,none,none,999,home,15.1,81.9,3,1.88,99.7,snow,85.0,34.7,1,0,music,1,sleep_suggestion,15
1,night,6,1,none,none,999,outside,14.4,63.5,1,3.64,88.1,clear,33.7,69.6,0,4,podcast,1,sleep_suggestion,15
4,night,0,0,none,none,999,home,23.7,72.9,4,2.84,119.8,clear,83.1,47.0,0,4,music,1,sleep_suggestion,15
9,morning,2,0,work,focus_work,166,work,16.0,64.4,3,0.02,28.5,clear,21.0,51.9,0,0,music,0,no_action,7
4,night,4,0,none,none,999,home,17.4,72.8,0,2.22,116.4,clear,88.4,66.6,0,1,none,1,sleep_suggestion,15
22,night,3,0,none,none,999,outside,35.3,90.8,8,8.6,163.1,clear,70.8,13.5,0,3,none,1,eat_something,1
0,night,3,0,social,friends_hangout,31,home,69.5,94.0,7,0.03,32.4,clear,64.0,79.2,0,4,none,1,start_commute,17
16,afternoon,0,0,health,medication_reminder,141,home,33.3,50.0,1,2.91,68.5,clear,86.1,18.4,0,2,music,0,no_action,7
3,night,0,0,none,none,999,outside,53.5,53.3,1,1.2,130.5,clear,84.6,82.3,0,5,podcast,1,no_action,7
7,morning,6,1,social,friends_hangout,134,outside,59.0,100.0,4,0.81,31.5,rain,98.5,5.0,0,3,none,0,no_action,7
21,night,5,1,none,none,999,home,97.3,71.6,6,1.59,82.7,rain,23.0,72.0,0,5,none,1,wind_down,22
21,night,4,0,none,none,999,outside,67.3,63.8,0,2.7,53.0,clear,56.0,63.4,1,0,music,1,wind_down,22
0,night,0,0,none,none,999,outside,45.3,82.9,6,1.49,63.9,clear,47.6,61.8,0,3,music,1,no_action,7
11,morning,5,1,social,family_time,-30,commuting,11.1,61.0,1,1.47,177.1,snow,25.3,100.0,0,4,music,0,send_late_message,13
5,morning,2,0,none,none,999,home,57.6,80.7,0,4.09,52.3,clear,26.6,59.8,1,2,none,1,no_action,7
20,evening,5,1,none,none,999,home,33.0,100.0,1,0.55,149.5,clear,63.8,96.9,1,1,none,0,social_suggestion,16
22,night,0,0,health,gym,173,gym,64.6,51.1,1,2.08,72.9,rain,99.9,100.0,1,0,music,1,no_action,7
9,morning,4,0,work,focus_work,0,commuting,71.3,58.4,1,4.18,9.3,fog,77.8,26.1,1,3,music,0,find_parking,4
19,evening,2,0,work,deadline,71,work,73.3,86.2,3,3.14,140.7,rain,5.9,50.3,0,5,none,0,take_break,20
3,night,0,0,none,none,999,home,35.0,100.0,7,0.4,3.9,rain,51.6,33.7,1,5,podcast,1,sleep_suggestion,15
17,evening,5,1,social,family_time,174,home,72.9,33.9,2,2.84,148.2,clear,8.1,50.6,0,0,music,0,no_action,7
6,morning,3,0,health,therapy,108,home,66.5,91.5,8,0.31,78.5,rain,86.3,68.1,0,2,none,0,no_action,7
9,morning,6,1,health,medication_reminder,121,outside,16.5,100.0,8,0.08,18.3,snow,50.6,86.2,0,2,music,0,no_action,7
23,night,1,0,social,friends_hangout,113,home,62.8,99.9,10,0.58,147.2,clear,4.7,50.2,0,1,podcast,1,no_action,7
19,evening,6,1,social,date,113,outside,18.1,87.6,10,0.4,175.5,clear,36.2,81.7,1,5,none,0,no_action,7
8,morning,4,0,school,assignment_due,-2,commuting,41.1,35.3,3,0.49,49.5,clear,13.8,100.0,0,0,none,0,play_music,9
0,night,4,0,none,none,999,outside,35.1,95.7,7,2.33,113.5,clear,54.7,100.0,0,3,none,1,sleep_suggestion,15
6,morning,6,1,none,none,999,home,80.8,70.8,0,4.98,123.0,rain,11.7,77.7,0,1,music,0,exercise_suggestion,2
13,afternoon,0,0,school,lecture,36,school,93.4,100.0,0,1.34,102.0,clear,92.1,59.9,1,4,none,0,study_for_class,18
22,night,0,0,none,none,999,home,34.9,78.8,9,0.55,150.9,rain,43.9,74.8,0,2,podcast,1,wind_down,22
4,night,0,0,none,none,999,home,68.0,60.7,6,4.75,101.9,clear,33.2,100.0,0,3,none,1,no_action,7
20,evening,1,0,school,exam,81,school,34.5,85.5,9,2.73,75.4,rain,70.1,63.2,0,5,music,0,study_for_class,18
5,morning,3,0,none,none,999,home,98.7,100.0,0,5.72,128.2,clear,7.1,86.4,0,2,music,1,no_action,7
1,night,4,0,none,none,999,home,24.7,67.3,3,4.43,13.7,clear,46.8,60.0,1,3,music,1,sleep_suggestion,15
9,morning,3,0,social,dinner,166,restaurant,44.1,45.1,1,0.51,123.5,fog,45.7,100.0,0,3,podcast,0,no_action,7
18,evening,0,0,work,team_meeting,63,work,47.3,62.5,8,1.18,152.7,fog,2.0,85.2,0,0,none,0,take_break,20
0,night,2,0,none,none,999,home,92.9,69.6,5,10.0,45.1,clear,86.2,34.1,0,0,podcast,1,eat_something,1
18,evening,4,0,health,medication_reminder,37,home,17.4,81.8,7,0.94,11.3,rain,49.8,48.6,0,4,podcast,0,start_commute,17
23,night,3,0,none,none,999,home,96.6,64.4,5,3.35,150.7,fog,77.8,81.5,1,2,none,1,wind_down,22
19,evening,6,1,health,gym,86,gym,41.5,26.3,9,0.74,37.8,clear,1.0,34.5,0,4,music,0,no_action,7
10,morning,6,1,none,none,999,home,64.1,39.0,7,2.99,82.0,rain,91.1,41.2,0,3,podcast,0,focus_session,5
2,night,5,1,none,none,999,outside,72.8,59.5,4,1.01,22.7,clear,20.2,100.0,1,4,music,1,no_action,7
14,afternoon,4,0,work,deadline,39,work,14.8,33.4,9,3.02,115.4,clear,93.0,63.5,0,3,podcast,0,take_break,20
14,afternoon,5,1,social,dinner,123,restaurant,46.7,64.3,1,1.14,166.0,clear,17.8,87.5,0,2,none,0,no_action,7
9,morning,0,0,social,dinner,100,restaurant,49.8,33.8,7,4.06,110.0,snow,65.8,22.3,0,2,music,0,no_action,7
12,afternoon,5,1,health,gym,160,gym,22.4,22.6,8,2.71,158.4,fog,5.3,60.0,0,2,podcast,0,no_action,7
12,afternoon,3,0,health,medication_reminder,1,commuting,83.6,52.3,3,0.03,161.6,clear,11.7,12.4,0,2,none,0,find_gas_station,3
6,morning,5,1,none,none,999,outside,28.3,63.4,1,3.19,49.0,clear,76.7,56.3,0,0,podcast,0,plan_day,8
12,afternoon,3,0,work,focus_work,15,work,19.7,100.0,6,0.1,141.3,clear,76.3,87.8,1,3,none,0,take_break,20
10,morning,5,1,none,none,999,home,83.2,100.0,10,1.14,22.4,snow,71.6,81.9,0,4,music,0,focus_session,5
13,afternoon,0,0,none,none,999,home,60.4,50.5,9,1.08,159.9,snow,56.8,100.0,1,3,music,0,read_email_alert,12
9,morning,4,0,work,deadline,129,work,21.5,71.8,2,0.25,28.7,rain,20.4,95.8,1,5,podcast,0,no_action,7
2,night,6,1,none,none,999,outside,85.7,33.5,0,0.07,175.5,rain,76.2,35.1,0,4,music,1,no_action,7
6,morning,2,0,school,exam,155,school,37.5,100.0,0,0.8,12.7,clear,63.6,58.2,0,5,none,0,no_action,7
10,morning,3,0,health,doctor_appointment,172,outside,79.3,63.9,3,7.83,171.2,clear,67.0,34.7,0,4,none,0,eat_something,1
21,night,1,0,social,friends_hangout,90,home,88.2,78.7,4,0.2,163.6,rain,10.7,58.3,0,1,music,1,no_action,7
17,evening,5,1,health,doctor_appointment,-22,commuting,51.9,91.5,6,1.86,16.9,clear,93.0,93.6,0,4,music,0,suggest_repeat_action,19
13,afternoon,3,0,work,focus_work,158,work,25.8,15.2,7,6.91,38.4,clear,19.7,25.3,0,3,none,0,eat_something,1
16,afternoon,6,1,social,family_time,17,commuting,47.0,71.5,2,4.42,1.7,clear,20.3,33.6,0,0,music,0,suggest_repeat_action,19
2,night,4,0,none,none,999,home,59.8,90.4,6,0.16,94.8,rain,50.6,33.8,1,3,podcast,1,no_action,7
21,night,6,1,none,none,999,home,56.4,94.7,8,0.05,169.1,fog,57.4,100.0,0,4,music,1,wind_down,22
5,morning,6,1,none,none,999,home,56.5,79.8,7,0.04,50.8,rain,58.8,17.2,0,1,none,1,no_action,7
5,morning,1,0,none,none,999,home,81.8,33.2,8,0.23,102.4,rain,97.7,88.3,0,3,none,1,no_action,7
9,morning,5,1,none,none,999,home,34.7,83.7,8,5.56,117.6,rain,14.9,100.0,0,2,none,0,no_action,7
5,morning,4,0,school,lecture,-10,commuting,68.3,70.0,4,1.65,137.1,rain,97.4,70.8,1,3,none,1,play_music,9
21,night,2,0,social,family_time,106,home,21.8,70.8,10,2.51,122.5,rain,94.1,47.1,0,5,none,1,no_action,7
19,evening,5,1,none,none,999,outside,72.9,40.9,8,4.36,41.5,fog,95.2,84.6,0,1,none,0,focus_session,5
0,night,2,0,none,none,999,outside,94.7,50.3,1,0.48,178.9,clear,44.8,86.4,0,4,none,1,no_action,7
23,night,2,0,none,none,999,home,30.1,100.0,8,2.96,82.2,rain,79.8,49.5,0,4,none,1,sleep_suggestion,15
16,afternoon,5,1,none,none,999,home,26.0,100.0,9,1.77,169.4,fog,53.2,83.0,0,3,music,0,social_suggestion,16
21,night,2,0,social,family_time,113,home,86.7,66.2,8,3.47,160.5,clear,79.7,27.9,0,4,none,1,no_action,7
14,afternoon,1,0,health,therapy,135,home,59.1,73.8,5,0.66,83.3,rain,1.2,91.9,0,5,podcast,0,no_action,7
5,morning,3,0,none,none,999,home,64.3,95.2,4,2.37,67.5,clear,32.2,48.3,0,2,podcast,1,no_action,7
2,night,6,1,none,none,999,home,79.9,66.0,9,1.66,120.4,rain,11.1,68.9,0,4,music,1,no_action,7
14,afternoon,5,1,health,therapy,80,outside,71.7,100.0,9,0.23,174.4,rain,58.0,54.8,1,3,podcast,0,no_action,7
16,afternoon,6,1,none,none,999,home,55.3,38.7,4,2.48,139.4,rain,39.7,75.0,1,5,none,0,read_email_alert,12
15,afternoon,3,0,social,family_time,57,outside,39.5,100.0,10,2.34,11.0,clear,65.0,66.8,0,3,none,0,no_action,7
6,morning,1,0,health,doctor_appointment,145,home,36.3,91.2,0,1.48,91.9,rain,60.0,38.7,0,4,music,0,no_action,7
0,night,1,0,none,none,999,home,30.8,52.5,4,8.56,27.5,clear,22.3,33.3,0,2,music,1,sleep_suggestion,15
1,night,4,0,none,none,999,home,89.3,89.4,1,0.38,62.4,rain,73.7,45.6,0,4,music,1,no_action,7
18,evening,2,0,work,focus_work,166,work,61.6,42.3,4,0.97,54.7,clear,42.7,98.9,1,2,podcast,0,no_action,7
17,evening,4,0,work,deadline,27,work,90.6,80.8,8,0.16,167.4,clear,37.9,78.4,0,4,podcast,0,take_break,20
7,morning,6,1,social,date,63,home,29.7,46.4,10,3.22,90.4,fog,91.3,67.0,0,0,none,0,no_action,7
3,night,5,1,none,none,999,home,63.0,55.2,6,0.08,128.8,rain,79.0,90.6,0,4,none,1,no_action,7
7,morning,6,1,school,assignment_due,107,school,40.4,61.5,8,0.14,74.9,clear,39.8,100.0,0,2,podcast,0,no_action,7
19,evening,4,0,none,none,999,home,67.9,72.6,8,1.24,171.3,rain,73.9,36.2,1,1,music,0,read_email_alert,12
8,morning,1,0,social,date,161,outside,50.6,16.0,7,1.02,165.2,clear,77.6,100.0,0,4,music,0,no_action,7
18,evening,0,0,work,presentation,-21,work,41.8,10.5,5,1.1,121.3,rain,92.7,46.5,1,0,music,0,charge_phone,0
11,morning,3,0,school,lecture,169,school,50.3,99.0,3,0.2,16.5,snow,51.7,100.0,0,2,music,0,no_action,7
16,afternoon,4,0,work,deadline,177,work,24.7,66.0,10,0.2,85.1,rain,47.1,100.0,0,0,music,0,no_action,7
17,evening,3,0,school,exam,94,school,23.6,100.0,0,5.68,111.8,rain,53.1,79.0,0,0,none,0,study_for_class,18
15,afternoon,4,0,school,assignment_due,54,school,18.8,86.0,1,7.14,156.3,clear,80.1,38.6,0,2,podcast,0,eat_something,1
15,afternoon,1,0,work,focus_work,87,work,26.5,53.6,0,0.85,145.2,rain,65.2,57.6,0,2,music,0,take_break,20
5,morning,4,0,none,none,999,home,59.2,55.8,5,2.88,103.6,rain,57.2,56.9,1,3,music,1,no_action,7
1,night,4,0,none,none,999,home,94.1,100.0,0,0.55,27.4,fog,48.8,56.3,0,4,music,1,no_action,7
22,night,4,0,none,none,999,home,36.6,80.7,2,2.86,43.3,clear,0.9,43.8,0,2,podcast,1,wind_down,22
17,evening,0,0,school,study_session,72,school,41.8,89.3,4,4.61,141.7,clear,33.7,50.2,1,2,podcast,0,study_for_class,18
5,morning,5,1,none,none,999,outside,22.1,53.5,2,1.82,50.5,clear,30.2,44.4,0,3,music,1,no_action,7
20,evening,0,0,social,friends_hangout,107,home,88.8,59.3,2,5.6,111.2,clear,79.7,69.9,0,3,none,0,no_action,7
23,night,3,0,none,none,999,home,86.5,52.2,9,0.74,60.9,clear,53.6,46.6,0,0,podcast,1,wind_down,22
11,morning,2,0,school,assignment_due,148,school,37.4,65.1,10,0.77,173.1,rain,4.5,61.6,0,5,none,0,take_break,20
20,evening,5,1,social,friends_hangout,118,outside,15.4,100.0,3,1.82,129.1,snow,27.6,68.4,0,3,podcast,0,no_action,7
6,morning,5,1,social,friends_hangout,176,outside,17.1,100.0,2,0.85,169.3,clear,11.0,38.0,0,4,none,0,no_action,7
21,night,4,0,health,gym,151,gym,26.6,75.7,3,0.66,92.9,clear,88.2,24.6,0,3,music,1,no_action,7
12,afternoon,2,0,none,none,999,outside,81.2,26.3,2,0.35,45.4,clear,77.4,70.8,0,5,music,0,exercise_suggestion,2
5,morning,2,0,none,none,999,home,78.7,58.0,8,2.5,119.3,rain,57.2,32.6,0,4,none,1,no_action,7
21,night,0,0,school,exam,62,school,41.0,41.7,4,3.09,134.6,clear,70.5,28.7,1,3,none,1,study_for_class,18
4,night,4,0,none,none,999,home,53.7,53.4,3,3.21,171.2,clear,40.3,54.6,1,4,none,1,no_action,7
12,afternoon,6,1,health,gym,17,gym,21.9,64.2,5,0.34,126.2,rain,50.5,85.5,0,3,none,0,no_action,7
4,night,4,0,none,none,999,home,61.9,68.5,9,0.18,64.6,fog,0.5,77.9,1,4,none,1,no_action,7
14,afternoon,5,1,social,friends_hangout,101,home,54.8,73.9,10,0.85,30.4,clear,75.2,42.5,0,3,none,0,no_action,7
23,night,2,0,work,team_meeting,46,work,21.0,50.5,6,0.49,155.7,rain,68.2,98.9,0,0,music,1,sleep_suggestion,15
12,afternoon,1,0,social,dinner,89,restaurant,10.4,47.3,2,1.01,87.3,clear,32.1,44.0,0,3,none,0,no_action,7
18,evening,6,1,none,none,999,home,40.3,81.8,4,0.6,130.7,clear,89.9,69.8,0,1,none,0,social_suggestion,16
13,afternoon,3,0,school,exam,35,school,46.3,36.1,6,7.43,109.4,clear,31.9,74.6,1,0,music,0,eat_something,1
19,evening,3,0,school,assignment_due,102,school,45.4,89.1,1,2.46,12.6,rain,93.7,64.3,0,1,podcast,0,no_action,7
7,morning,3,0,school,study_session,152,school,80.1,95.2,10,3.56,56.3,fog,43.6,43.0,0,3,music,0,no_action,7
3,night,4,0,social,friends_hangout,167,home,83.0,71.9,10,2.2,86.3,clear,73.8,75.0,0,1,none,1,no_action,7
0,night,0,0,health,doctor_appointment,9,commuting,20.3,19.5,4,0.11,65.8,fog,28.9,75.1,0,0,none,1,sleep_suggestion,15
9,morning,4,0,school,study_session,24,commuting,62.7,61.0,6,0.77,89.9,rain,48.7,48.9,0,4,podcast,0,play_podcast,10
8,morning,3,0,none,none,999,home,60.9,59.3,9,0.1,144.2,clear,7.9,52.4,0,1,music,0,focus_session,5
16,afternoon,1,0,health,gym,174,gym,15.2,26.0,4,5.88,171.3,fog,66.2,100.0,1,5,none,0,no_action,7
23,night,1,0,none,none,999,home,55.2,84.0,4,0.71,159.1,clear,65.9,32.2,1,1,none,1,wind_down,22
9,morning,1,0,work,team_meeting,-20,commuting,27.7,64.1,3,1.61,157.2,rain,90.2,53.4,0,3,none,0,send_late_message,13
7,morning,3,0,school,lecture,66,school,30.1,79.9,6,2.04,175.0,clear,17.1,39.5,0,5,music,0,study_for_class,18
22,night,0,0,none,none,999,home,61.4,61.8,2,3.71,165.7,rain,0.3,80.2,0,1,none,1,wind_down,22
19,evening,2,0,school,study_session,-28,school,88.8,66.5,2,3.86,158.1,rain,5.6,100.0,0,0,music,0,take_break,20
12,afternoon,3,0,school,study_session,-30,school,36.4,89.7,4,1.94,73.8,clear,54.3,100.0,0,0,podcast,0,no_action,7
6,morning,2,0,school,assignment_due,-22,commuting,76.6,100.0,10,1.43,174.5,clear,11.0,43.1,0,1,music,0,send_late_message,13
18,evening,6,1,none,none,999,outside,27.9,88.3,5,1.01,12.8,rain,36.5,95.1,0,1,none,0,social_suggestion,16
2,night,5,1,social,friends_hangout,161,home,31.3,79.2,5,0.03,3.8,clear,84.2,98.1,0,2,none,1,sleep_suggestion,15
8,morning,4,0,school,assignment_due,60,school,83.6,70.6,5,0.79,116.8,fog,92.1,58.6,0,0,podcast,0,take_break,20
15,afternoon,0,0,school,lecture,52,school,68.9,100.0,4,0.4,96.4,clear,16.7,54.7,0,5,music,0,study_for_class,18
12,afternoon,4,0,none,none,999,outside,51.1,89.5,7,2.14,175.1,fog,57.5,69.9,0,3,music,0,no_action,7
8,morning,2,0,none,none,999,home,14.4,100.0,6,1.24,33.6,snow,5.1,59.6,0,4,music,0,no_action,7
7,morning,1,0,work,team_meeting,-21,commuting,63.7,27.9,0,3.4,85.6,rain,97.1,43.8,1,0,none,0,play_music,9
2,night,2,0,social,family_time,46,home,83.6,8.9,7,0.4,10.1,clear,43.4,77.3,0,0,none,1,charge_phone,0
7,morning,1,0,school,lecture,71,school,93.0,75.1,7,0.06,48.2,rain,5.8,37.4,0,5,music,0,study_for_class,18
11,morning,2,0,none,none,999,home,88.0,14.8,2,0.74,14.3,rain,3.1,76.1,0,5,podcast,0,charge_phone,0
16,afternoon,4,0,none,none,999,outside,24.8,85.7,3,2.49,131.7,clear,62.2,72.1,0,4,none,0,no_action,7
17,evening,0,0,work,presentation,-19,work,58.3,73.1,0,1.98,145.8,clear,97.4,48.4,0,1,music,0,send_late_message,13
5,morning,2,0,none,none,999,outside,92.3,63.9,5,2.84,72.1,fog,71.3,82.9,0,1,podcast,1,no_action,7
8,morning,6,1,work,presentation,-15,commuting,99.4,89.3,1,2.47,167.0,fog,23.2,71.6,1,0,none,0,play_music,9
2,night,6,1,none,none,999,home,27.5,100.0,3,8.04,78.7,snow,43.4,70.1,0,1,none,1,sleep_suggestion,15
2,night,0,0,work,deadline,151,work,24.8,48.4,6,0.47,118.2,clear,20.2,28.6,0,1,podcast,1,sleep_suggestion,15
10,morning,3,0,none,none,999,home,97.0,100.0,4,0.99,122.4,clear,57.4,34.9,1,1,music,0,read_email_alert,12
2,night,1,0,none,none,999,outside,56.6,100.0,8,0.2,178.9,clear,37.0,35.9,0,5,music,1,no_action,7
0,night,6,1,none,none,999,home,72.8,82.0,5,0.83,11.7,clear,29.6,13.4,0,1,none,1,no_action,7
8,morning,2,0,work,deadline,149,work,45.0,65.2,8,2.34,47.9,clear,2.0,100.0,0,2,none,0,no_action,7
22,night,5,1,none,none,999,home,90.2,57.0,5,0.46,158.3,clear,7.2,48.0,0,2,music,1,wind_down,22
8,morning,1,0,social,date,36,home,23.6,88.1,5,1.24,98.1,clear,98.0,100.0,0,2,podcast,0,start_commute,17
16,afternoon,6,1,health,therapy,76,home,21.3,100.0,2,2.04,171.6,clear,28.6,75.8,1,5,music,0,no_action,7
18,evening,2,0,work,team_meeting,1,work,19.5,100.0,8,4.43,78.4,fog,62.0,42.0,1,4,none,0,silence_phone,14
10,morning,6,1,health,doctor_appointment,123,home,31.0,100.0,3,1.45,131.2,snow,4.2,47.9,1,4,music,0,no_action,7
11,morning,1,0,school,study_session,-18,school,45.6,73.2,3,1.0,132.1,clear,54.5,100.0,1,1,none,0,send_late_message,13
18,evening,1,0,health,gym,91,gym,92.4,44.5,1,1.28,25.8,fog,96.4,69.6,0,2,none,0,no_action,7
2,night,6,1,none,none,999,outside,74.1,79.9,2,5.41,178.5,rain,22.4,67.0,0,4,music,1,no_action,7
12,afternoon,3,0,work,presentation,156,work,27.7,67.5,6,3.45,14.5,clear,37.9,40.5,1,1,none,0,no_action,7
8,morning,4,0,none,none,999,home,46.9,75.5,5,1.3,118.3,clear,18.4,74.1,0,4,music,0,no_action,7
16,afternoon,1,0,none,none,999,home,29.7,45.2,4,0.17,127.6,clear,4.4,94.9,0,1,music,0,no_action,7
14,afternoon,1,0,school,lecture,71,school,71.8,52.9,8,3.92,69.7,clear,22.2,45.6,0,5,music,0,study_for_class,18
4,night,4,0,none,none,999,outside,76.2,100.0,4,0.22,99.6,clear,83.6,19.9,0,3,podcast,1,no_action,7
16,afternoon,2,0,health,therapy,160,outside,24.8,75.0,7,1.12,73.6,clear,48.9,34.6,1,4,music,0,no_action,7
9,morning,6,1,health,medication_reminder,178,outside,21.2,100.0,9,3.31,26.8,clear,22.1,5.0,0,3,music,0,no_action,7
13,afternoon,6,1,health,therapy,88,outside,37.0,68.1,8,2.31,145.0,clear,13.4,76.0,0,4,none,0,no_action,7
12,afternoon,5,1,none,none,999,outside,98.1,100.0,9,1.13,12.1,rain,72.9,83.8,0,3,none,0,focus_session,5
2,night,0,0,none,none,999,home,27.5,87.6,1,1.76,106.3,rain,13.9,44.8,0,1,none,1,sleep_suggestion,15
17,evening,6,1,none,none,999,home,32.2,75.5,0,2.24,145.8,rain,17.8,46.2,1,3,none,0,read_email_alert,12
11,morning,3,0,health,doctor_appointment,176,outside,86.7,53.2,10,3.15,79.7,clear,19.6,30.5,0,1,music,0,no_action,7
0,night,4,0,school,study_session,29,school,37.7,93.6,9,0.94,130.6,rain,84.1,37.4,0,2,none,1,sleep_suggestion,15
16,afternoon,3,0,none,none,999,outside,10.3,99.4,2,1.29,36.0,clear,72.2,95.0,0,5,podcast,0,no_action,7
10,morning,2,0,school,exam,59,school,12.9,57.7,5,0.8,4.3,rain,73.3,51.3,0,0,podcast,0,study_for_class,18
14,afternoon,1,0,work,focus_work,123,work,84.7,96.1,4,0.53,11.9,clear,78.1,84.8,0,4,music,0,no_action,7
11,morning,6,1,social,dinner,119,restaurant,14.0,67.2,2,2.59,161.6,rain,55.2,55.0,1,0,none,0,no_action,7
14,afternoon,0,0,health,doctor_appointment,0,commuting,55.6,23.7,6,1.39,109.8,rain,78.5,58.8,0,0,none,0,find_parking,4
4,night,2,0,health,medication_reminder,151,home,49.6,100.0,1,1.45,52.5,clear,55.3,59.5,1,4,none,1,no_action,7
7,morning,5,1,social,date,57,home,16.6,99.4,0,0.86,132.7,clear,26.3,73.4,0,5,podcast,0,no_action,7
11,morning,4,0,work,presentation,13,work,20.0,54.3,9,3.36,133.9,clear,63.6,64.0,0,1,none,0,prepare_for_meeting,11
12,afternoon,4,0,none,none,999,home,50.5,100.0,10,0.78,13.9,rain,78.5,35.2,0,4,none,0,no_action,7
3,night,0,0,none,none,999,outside,28.3,68.6,4,1.09,58.0,rain,32.5,59.8,0,3,none,1,sleep_suggestion,15
3,night,3,0,none,none,999,home,14.5,65.9,2,2.13,13.9,clear,95.8,37.4,0,1,none,1,sleep_suggestion,15
2,night,2,0,none,none,999,home,64.9,78.2,5,10.0,144.4,clear,50.9,51.4,0,4,none,1,eat_something,1
16,afternoon,4,0,health,doctor_appointment,-12,commuting,76.5,62.5,6,2.77,117.2,clear,72.7,69.2,0,2,music,0,suggest_repeat_action,19
10,morning,4,0,none,none,999,home,15.6,70.8,6,1.99,14.2,clear,15.5,43.0,0,5,podcast,0,no_action,7
10,morning,2,0,school,study_session,50,school,20.5,94.5,6,1.21,77.2,rain,20.0,70.2,0,3,music,0,study_for_class,18
12,afternoon,2,0,work,presentation,161,work,33.7,91.6,7,0.55,110.5,clear,37.1,65.7,0,0,music,0,take_break,20
5,morning,2,0,none,none,999,home,51.8,51.1,8,6.75,53.7,clear,91.6,85.7,0,5,music,1,eat_something,1
18,evening,5,1,none,none,999,outside,34.5,79.0,5,0.15,86.9,clear,98.9,100.0,0,5,music,0,social_suggestion,16
14,afternoon,2,0,work,team_meeting,-8,work,63.4,84.9,8,2.99,110.8,fog,45.2,23.8,0,2,none,0,silence_phone,14
20,evening,4,0,work,focus_work,-12,work,25.0,34.8,0,1.8,137.0,clear,49.3,77.3,1,0,none,0,take_break,20
4,night,4,0,none,none,999,home,17.8,72.9,7,4.51,142.1,clear,72.6,55.4,0,0,none,1,sleep_suggestion,15
17,evening,5,1,health,doctor_appointment,124,home,96.8,45.5,7,3.55,30.0,clear,37.8,7.0,1,0,podcast,0,no_action,7
3,night,3,0,none,none,999,outside,82.7,96.6,1,0.87,28.8,clear,5.5,42.2,1,2,podcast,1,no_action,7
10,morning,1,0,none,none,999,home,72.9,100.0,4,1.94,3.5,clear,88.8,83.9,0,1,none,0,focus_session,5
17,evening,5,1,health,therapy,145,home,87.5,68.2,5,1.34,29.5,snow,41.3,73.5,0,1,none,0,no_action,7
8,morning,6,1,social,friends_hangout,37,home,27.4,86.5,8,0.65,170.0,clear,72.6,84.7,0,2,music,0,start_commute,17
3,night,3,0,none,none,999,home,62.0,100.0,3,6.53,69.4,clear,19.9,42.9,0,4,none,1,eat_something,1
11,morning,2,0,school,lecture,12,school,64.9,52.9,9,4.79,82.4,rain,16.1,18.8,0,4,none,0,no_action,7
19,evening,6,1,school,exam,-26,school,51.3,100.0,8,0.36,45.3,clear,90.0,54.5,0,5,music,0,send_late_message,13
6,morning,1,0,school,study_session,78,school,81.8,47.6,7,0.35,111.4,clear,63.5,20.0,0,4,none,0,study_for_class,18
22,night,5,1,none,none,999,home,29.3,72.1,1,0.2,95.8,snow,28.3,64.1,0,2,music,1,wind_down,22
23,night,3,0,none,none,999,outside,99.1,85.2,1,5.48,96.0,clear,15.2,86.7,0,1,none,1,wind_down,22
22,night,1,0,none,none,999,home,95.4,91.6,0,2.41,49.7,rain,23.7,22.7,0,3,podcast,1,wind_down,22
5,morning,4,0,none,none,999,outside,70.3,63.7,4,1.22,170.7,rain,37.8,100.0,1,3,music,1,no_action,7
18,evening,2,0,school,assignment_due,61,school,79.6,99.2,6,3.17,80.7,rain,83.2,68.0,0,3,none,0,no_action,7
12,afternoon,5,1,none,none,999,outside,85.6,73.6,8,0.96,8.1,snow,40.2,55.6,1,0,none,0,read_email_alert,12
3,night,6,1,none,none,999,home,52.0,85.3,8,1.51,135.7,rain,93.8,55.0,1,4,none,1,no_action,7
9,morning,1,0,social,family_time,7,commuting,54.7,100.0,9,4.95,169.0,clear,24.9,29.3,1,2,music,0,find_parking,4
6,morning,6,1,social,dinner,100,restaurant,78.3,34.6,5,0.71,145.2,rain,7.9,51.5,0,0,music,0,no_action,7
18,evening,6,1,work,deadline,169,work,50.9,58.9,0,0.41,34.6,clear,61.5,74.3,0,2,podcast,0,no_action,7
18,evening,1,0,social,date,152,home,46.2,58.2,3,0.6,5.5,fog,91.1,67.7,0,1,music,0,no_action,7
8,morning,5,1,social,dinner,91,restaurant,76.4,100.0,0,1.06,132.3,clear,62.8,60.2,0,1,none,0,no_action,7
21,night,1,0,social,date,139,home,73.1,13.7,4,1.75,14.7,rain,37.1,80.3,1,2,none,1,charge_phone,0
23,night,4,0,none,none,999,home,58.8,86.5,0,3.12,67.6,clear,85.9,100.0,1,0,music,1,wind_down,22
21,night,0,0,social,family_time,27,home,26.3,74.0,5,2.04,13.7,clear,96.9,80.2,0,3,music,1,start_commute,17
